2014年8月29日,2014,201408,第1回りべるたん映画祭（東京）,2014-08-23,りべるたん別館（科学喫茶コペルニクス）,"<a href=""http://www.libertine-i.org/"" target=""_blank"">りべるたん本館</a>（東京都豊島区東池袋5-27-13）から徒歩すぐ<br/> 最寄り駅：JR大塚駅徒歩5分、東京メトロ有楽町線東池袋駅A4出口徒歩8分",14:30～開場、15:00～開映,500円,"※第1回りべるたん映画祭にて上映＆トーク<br/> ※主催：<a href=""http://www.libertine-i.org/"" target=""_blank"">共同運営実験スペース りべるたん</a><br/> ※その他の上映作品は、Chulayarnnon Siriphol監督『VHS～失われゆく水平線』（タイ・バンコク）、拓海福原監督『I Hate You』、松平耕一監督『にゃんにゃん党4部作』、江畠香希監督『カレが捕まっちゃった』、森政也監督<br/> ※映画祭終了後、20時より飲み会あり。"
2014年8月17日,2014,201408,東京・新宿,2014-08-15,Cafe Lavanderia,東京都新宿区新宿2-12-9 広洋舎ビル1F,18:00～,"無料（ドキュメンタリー映画<a href=""http://zone9documentary.com/"" target=""_blank"">『Zone9』</a>へのカンパ歓迎）",※ベトナム・ハノイのドキュメンタリー監督、Nguyen Anh Thuさんトーク＆上映イベント<br/> ※逐次通訳あり<br/> ※主催：早川由美子、若井真木子
2014年8月6日,2014,201408,東京･日野,2014-08-05,カフェ,日野駅５分,18:00～,500円,主催：
2014年6月28日,2014,201406,栃木・足利市,2014-04-28,足利市民プラザ小ホール,栃木県足利市朝倉町264番地,10:40～上映<br/> 11:30～監督講演　テーマ「女性映画監督として」,無料,主催：足利市、足利市女性団体連絡協議会<br/> 後援：足利市教育委員会、（社福）足利市社会福祉協議会、他<br/> お問い合わせ先：足利市人権・男女共同参画課<br/> 電話：0284-73-8080<br/> メール： danjyo@city.ashikaga.lg.jp
2014年6月14日,2014,201406,東京・板橋,2014-04-28,高島平地域センター（高島平区民館）1階会議室（第一洋室）,東京都板橋区高島平3丁目12番28号<br/> 最寄り駅：都営三田線「高島平」駅西口4分。高島平図書館の隣,14:00～開場、14:30～開映,500円,主催：高島平ドキュメンタリー映画を見る会<br/> 連絡先：山名さん yimpte@rc4.so-net.ne.jp
2014年6月14日,2014,201406,東京・板橋,2014-05-22,高島平地域センター（高島平区民館）,"東京都板橋区高島平3-12-28<br/> 高島平地域センター（高島平区民館）<br/> 1階会議室（第一洋室）<br/> 最寄り駅：都営三田線「高島平」駅西口徒歩3～4分<a href=""http://taste.reenta.jp/amusement/00000621_map.html"" target=""_blank"">[地図]</a>",14:00～開場、14:30～開映,500円,主催：「高島平ドキュメンタリー映画を見る会」<br/> お問合せ：山名さん 090 2148 3993
2014年6月4日,2014,201406,『ホームレスごっこ』 O!!iDO短編映画祭,2014-05-22,アップリンク,"東京都渋谷区宇田川町37-18 トツネビル1階<a href=""http://www.uplink.co.jp/info/map/"" target=""_blank"">[地図]</a>",19:00～開場、19:20～開映,"前売り（予約）：1,500円<br/> 当日：1,800円","※上映作品は『ホームレスごっこ』です。<br/> ※O!!iDO短編映画祭の、6月4日のプログラム作品（全7作品）のうちの1作品として上映されます。詳細は<a href=""http://www.uplink.co.jp/event/2014/27793"" target=""_blank"">こちら</a>をご覧ください。"
2014年5月20日,2014,201405,"Ecozine Film Festival, Spain",2014-04-21,Filmoteca de zaragoza（シネマテーク・サラゴサ）,"Palacio de los Morlanes<br/> Pza. San Carlos 4, Zaragoza, Spain",20:45～,--,"Will be screened at Official section - Feature Films at <a href=""www.festivalecozine.com"" target=""_blank"">Ecozine Film Festival</a> in Zaragoza, Spain."
2014年5月14日,2014,201405,"Uranium Film Festival, Brazil",2014-04-21,Cinemateca do Museu de Arte Moderna<br/> （現代美術館のシネマテーク）,"Av. Infante Dom Henrique 85, Parque do Flamengo, Rio de Janeiro, Brazil",19:00～,--,"Will be screened at <a href=""http://www.uraniumfilmfestival.org/en/"" target=""_blank"">4th Internatio​nal Uranium Film Festival</a> in Rio de Janeiro, Brazil."
2014年4月30日,2014,201404,東京・文京区,2014-04-28,東洋大学白山キャンパス 6号館2階6203教室,東京都文京区白山5-28-20<br/> 最寄り駅：都営地下鉄三田線「白山」駅徒歩5分,18:30～21:00（予定）,無料（若者応援カンパ大歓迎）,"主催：<a href=""http://hopemaker.org/"" target=""_blank"">NPO法人日本希望製作所</a><br/> 共催：NPO法人グリーンツーリズムネットワークセンター<br/> ※上映後監督とのトークセッションを予定。"
2014年4月27日,2014,201404,東京・新宿,2014-03-22,保育プラザ,東京都新宿区納戸町26-3<br/> 市谷駅徒歩10分、牛込神楽坂駅徒歩8分,開場13:00<br/> イベント13:30～16:30,500円（資料代、払える人のみ）,※住まいの貧困に取り組むネットワーク5周年の集い・映画祭にて上映されます。<br/> ※上映作品は『乙女ハウス』、『ホームレスごっこ』の他、遠藤大輔監督による、渋谷区宮下公園テント排除の映像（当イベントのために特別編集・初公開）。<br/> ※映画上映後に座談会があります：テーマ「住宅問題・住宅政策と貧困問題を語る」宇都宮健児さん（弁護士）、早川由美子（映画監督）、遠藤大輔さん（映画監督）、稲葉剛さん（ネットワーク世話人）、司会：坂庭国晴さん（ネットワーク世話人）<br/> ※主催：住まいの貧困に取り組むネットワーク
2014年4月10日,2014,201404,"Naples, Italy",2014-03-08,To be confirmed,To be confirmed,18:00～,--,"# ""The Apprentice Homeless"" will be shown at the 7th <a href=""http://www.acortodidonne.it/index_en.php"" target=""_blank"">""A Corto di Donne""</a> - International women's short film festival in Naples, Italy."
2014年3月23日,2014,201403,『踊る善福寺』東京・新宿,2014-03-06,目白・ゆうど,東京都新宿区下落合3-20-21,12:00～,"2,000円（豪華ケーキ付！）","※上映作品は『踊る善福寺』です。<br/> ※『踊る善福寺』作品の詳細は<a href=""http://brianandco.cocolog-nifty.com/blog/2014/03/jp-dancing-zemp.html"" target=""_blank"">こちら</a>をご覧ください。<br/> ※<a href=""http://brianandco.cocolog-nifty.com/blog/2014/03/jp-1-7e99.html"" target=""_blank"">『みんなのケーキ～1個目～』</a>イベント内での上映となります。当日は、ケーキデコレーションの他、ライブ、ワークショップ（食器作り、アロマ）や出店（日本茶お手前、ヘンプ雑貨、ヘナタトゥー、ボディペイント、カードリーディング, etc）もあります。<br/>"
2014年3月21日,2014,201403,『ホームレスごっこ』東京・西荻窪,2014-03-06,+ Cafe（タスカフェ）,"東京都杉並区西荻北3-1-9山屋ビル3階<a href=""http://www.tasuorg.com/cafe/"" target=""_blank"">[地図]</a>",17:30開場、18:00スタート,"1,500円（ワンドリンク付）","※最新作『ホームレスごっこ』（英語字幕付）本邦初公開です！<br/> ※作品の詳細は<a href=""http://brianandco.cocolog-nifty.com/blog/2014/03/jp-the-apprenti.html"" target=""_blank"">こちら</a>をご覧ください。<br/> ※映像 x パフォーマンス x ライブを詰め込んだスペシャルイベント<a href=""http://brianandco.cocolog-nifty.com/blog/2014/03/jp-0566.html"" target=""_blank"">『Catch & Throw Vol.1』</a>イベント内で上映されます。"
2014年3月11日,2014,201403,愛知・名古屋,2014-02-12,名古屋YWCA（2Fビッグスペース）,"名古屋市中区新栄町2-3<br/> 地下鉄「栄」東5番出口より東へ2分<a href=""http://www.nagoya-ywca.or.jp/mapfiles/ywcamap.html"" target=""_blank"">[地図]</a>",13:00～17:30頃,500円（県外避難者無料）,"主催：NPO法人チェルノブイリ救援・中部（Tel：052-732-7172）、未来につなげる・東海ネット（Tel：050-3500-2887）<br/> 当日は、東日本大震災3周年犠牲者追悼式黙とう、木田節子さんによるお話、チェルノブイリ救援・中部とCラボ（未来につなげる・東海ネット市民放射能測定センタ—）の成果報告についてのパネル展示が、「木田さんと原発、そして日本」の前後編上映とともにあります。詳しくは「未来につなげる・東海ネット」<a href=""http://tokainet.wordpress.com/2014/02/03/20140311/"" target=""_blank"">ホームページ</a>をご覧ください。"
2014年3月8日,2014,201403,茨城・つくば,2014-03-06,千年一日珈琲焙煎所,茨城県つくば市天久保3-21-3星谷ビル1F/G,19:00～21:00,800円（ドリンク付）,"※主催：<a href=""http://greens-ibaraki.jimdo.com/"" target=""_blank"">グリーンズ茨城</a> <br/> ※当日は、前半が『木田さんと原発』（前＆後編）上映、後半が3/11後の政治について、参加者での話し合いという構成になっています。茨城県初上映。お近くの方は是非いらしてください。"
2014年2月21日,2014,201402,"Hanoi, Viet Nam",2014-02-18,Hanoi DOCLAB,56-58 Nguyễn Thái Học - Hà Nội,14:00～,--,"# Event title: Screening & Talk with Yumiko Hayakawa<br/> # Screening films: ""Dancing Zempukuji"", ""The Apprentice Homeless""<br/> # Event organized by <a href=""http://www.hanoidoclab.org/en/"" target=""_blank"">Hanoi DOCLAB</a>"
2014年2月15日,2014,201402,東京・港区,2014-01-16,港区立男女平等参画センター5階ホール,"東京都港区芝浦3-1-47<a href=""http://www.minatolibra.jp/etc/access.html"" target=""_blank"">[地図]</a><br/> JR線田町駅東口（芝浦口)徒歩2分<br/> 都営浅草線・三田線三田駅A4出口徒歩4分",15:30～,無料,"主催：港区立男女平等参画センター（リーブラ）<br/> イベント名：『女性監督映画祭 ～それぞれのシスターフッドYeah！Sisterhood！～』<br/> 当日は、終日、世界各地の女性監督が作った作品が上映されます！また、映画評論家・松本侑壬子さんの講演と、早川由美子監督との対談も予定されています。詳しくは<a href=""http://www.minatolibra.jp/kouza/index.html#140215"" target=""_blank"">こちら</a>をご覧ください。"
2013年12月21日,2013,201312,東京・西荻窪,2013-12-08,かがやき亭,杉並区西荻北4－4－4三益ビル<br/> 最寄り駅：JR中央線・総武線西荻窪駅徒歩7分<br/> ※土曜日は中央線の快速が停車しません。総武線をご利用ください。<br/> 会場電話：03-5303-5085,17:40～開場、18:00開映,500円（安藤さんのコーヒー付。小学生以下無料）,"※『踊る善福寺』（約50分）の上映です。<br/> ※上映のあとに、出演者の一人、102才伝説のコーヒー豆卸・安藤久蔵さんより、コーヒーが振舞われます！<br/> ※上映後、監督や出演者による挨拶があります。<br/> ※当日の来場者により、日本語版、英語字幕付版いずれかを上映します。<br/> ※予約不要。<br/> ※主催：media+forest, 早川由美子"
2013年12月11日,2013,201312,東京・渋谷,2013-11-15,UPLINK,"東京都渋谷区宇田川町37-18トツネビル1階<a href=""http://www.uplink.co.jp/info/map/"" target=""_blank"">[地図]</a>",19:00開場、19:30開映<br/> 上映後には木田節子さんと監督によるトークがあります。,"1,500円",※「木田さんと原発、そして日本」DVD完成記念上映<br/> ※上映のあとには、木田節子さんと監督によるトークがあります。
2013年11月30日,2013,201311,東京・八王子,2013-11-22,八王子市生涯学習センター南大沢分館,"八王子市南大沢2-27南大沢総合センター2階<a href=""https://www.city.hachioji.tokyo.jp/kyoiku/gakushu/shogaigakusyu/11508/index.html"" target=""_blank"">[地図]</a>",13:30開場、14:00開映,多摩ニュータウン学会会員：無料<br/> 非会員：500円,※主催：多摩ニュータウン学会<br/> ※上映の後、約1時間の討論会があります。<br/> ※当日は監督も参加します。
2013年11月30日,2013,201311,三鷹いのちと平和映画祭,2013-11-27,癒しと創造のスペース・沙羅舎,東京都三鷹市下連雀3-1-24<br/> 最寄り駅：JR中央線・総武線/東西線「三鷹駅」南口徒歩6分,①2013年11月30日（土）15:20～「木田さんと原発」（前編）<br/> ②2013年12月1日（日）12:05～「木田さんと原発」（後編）、17:30～パネルディスカッション「私たちが考える-未来への提言」出演,"①11月30日券：前売り1,500円、当日2,000円<br/> ②12月1日券：前売り2,000円、当日2,500円<br/> ③2日間通し券（30日～1日）：前売りのみ3,000円","※主催：<a href=""http://www.mitakaff.com/"" target=""_blank"">三鷹いのちと平和映画祭</a><br/> ※映画祭初日（11月30日）は「木田さんと原発」（前編）、翌日（12月1日）は「木田さんと原発」（後編）が上映されます。<br/> ※12月1日は監督も参加します。上映後、17:30～のパネルディスカッションに参加します。"
2013年11月22日,2013,201311,神奈川・横浜,2013-10-18,女性映像フェア in 横浜,横浜市戸塚区上倉田町435-1<br/> JR・横浜市営地下鉄戸塚駅西口下車　徒歩5分,15:10~,"1,000円（当日上映の2作品が観られます）","※女性映像フェア in 横浜（11月21日～11月22日）にて上映されます。<br/> ※上映の後に、乙女ハウスの元主宰者・千野紀美子さんと監督のトークがあります！<br/> ※主催：男女共同参画センター横浜（フォーラム）<br/> ※映像フェア、そのほかの上映作品について詳しくは<a href=""http://www.women.city.yokohama.jp/find-from-p/p-seminar/search/detail/?id=4280"" target=""_blank"">こちら</a>をご覧ください。"
2013年11月17日,2013,201311,トロールの森上映会,2013-11-14,桃井第四小学校,東京都杉並区善福寺3-3-5<br/> JR中央線西荻窪駅よりバス<br/> 「上石神井駅」・「大泉学園駅」行き<br/> 「善福寺」下車徒歩1分,18:00～,無料,"※主催：<a href=""http://dis-locate.net/media+forest/about.html"" target=""_blank"">media+forest</a><br/> ※<a href=""http://www.trollsinthepark.com/"" target=""_blank"">「トロールの森」</a>イベントの一環として行われます。<br/> ※ビデオワークショップ参加者の作品、「トロールの森」参加アーティストの作品プレミア上映など。私は最新作「踊る善福寺」の初上映で参加します！"
2013年11月9日,2013,201311,愛知・名古屋市,2013-10-18,ウィルあいち 視聴覚ルーム,"愛知県名古屋市東区上竪杉町1番地 <a href=""http://will-aichi.c-3.jp/map.html"" target=""_blank"">[地図]</a><br/> 最寄り駅：地下鉄「市役所」駅　2番出口より東へ徒歩約10分<br/>",14:00～16:30（開場13:30）,800円（学生・障がい者は500円）定員50名,※上映作品は「木田さんと原発、そして日本」（前編＆後編）<br/> ※上映の後には監督トークがあります。<br/> ※主催：あいち平和映画祭実行委員会<br/> ※お問い合わせ先 TEL/FAX: 052-471-3381<br/> E-mail: ksspb996@yahoo.co.jp
2013年11月9日,2013,201311,大阪・吹田市,2013-10-27,千里ニュータウンプラザ6F「ラコルタ」会議室,"吹田市津雲台1丁目2番1号 <a href=""http://suita-koueki.org/koutuu/"" target=""_blank"">[ 地図 ]</a><br/> 千里ニュータウンプラザ6階<br/> ラコルタ（吹田市立市民公益活動センター）<br/>",13:30開場、14:00開映,無料,※主催・問い合わせ先：NPOタケミ<br/> 電話：06-6368-6539<br/> Eメール：kqks30452@iris.eonet.ne.jp<br/> ※事前申込みを優先。当日は席がある限り先着順。<br/> ※上映後懇談の時間を持ちます。
2013年10月20日,2013,201310,東京・荒川区,2013-08-27,もんじゃ焼き大和,荒川区東日暮里6-60-10 日暮里駅前中央ビル1F<br/> 最寄り駅：都営日暮里・舎人ライナー日暮里駅<br/> 尾久橋通り口 徒歩2分,15:00～17:00（開場は14:30）,"1,000円（1ドリンク＋下町みやげ付）",※主催：モケレンベンベ・プロジェクト「月壱一会」<br/> 電話/FAX：03-3807-1920<br/> Email：mokele@rr.iij4u.or.jp<br/> ※当日は監督も参加します！
2013年10月13日,2013,201310,スカパー！シネマアワー THE PRIZE,2013-09-23,スカパー！シネマアワー THE PRIZE<br/> ～世界の映画祭から～,--,①10月4日（金）：<br/> スカチャン5（ch.185）22:00<br/> スカチャン5（ch.585）22:00<br/> <br/> ②10月12日（土）：<br/> スカチャン5（ch.185）15:00<br/> スカチャン5（ch.585）15:00<br/> <br/> ③10月13日（日）：<br/> スカチャン5（ch.185）深夜2:00<br/> スカチャン5（ch.585）深夜2:00<br/>,--,"※「スカパー！シネマアワー THE PRIZE ～世界の映画祭から～」にて放映。番組紹介ページは<a href=""http://www.sukachan.com/movie/page/001891.html"" target=""_blank"">こちら</a>をご覧ください。"
2013年9月2日,2013,201309,愛知・名古屋市,2013-08-23,名古屋市教育館,名古屋市中区錦3-16-6<br/> 最寄り駅：栄駅3番出口徒歩1分<br/> 会場電話：052-961-2541,18:00～21:00（上映のあと、監督を囲む座談会あり）,500円（学生、生活保護受給者、または生活保護相当の収入の方は無料）,※『乙女ハウス』プレミアム上映会！<br/> ※主催・問い合わせ：居住福祉ネットワーク東海・事務局<br/> 〒466－8666　名古屋市昭和区八事本町101-2<br/> 中京大学　総合政策学部　岡本祥浩さん<br/> メール：yokamoto@mecl.chukyo-u.ac.jp<br/> FAX 052－835－7197
2013年8月30日,2013,201308,愛知・名古屋市,2013-08-01,文化のみち撞木館・和室2,"名古屋市東区橦木町2丁目18番地<a href=""http://www.shumokukan.city.nagoya.jp/index.html"" target=""_blank"">[ウェブサイト・地図]</a><br/>",開映：18:30～<br/> トーク：20:00～,"1,000円",※文化のみち撞木館 ドキュメンタリー映画上映会第1回<br/> ※「ブライアンと仲間たち」の上映です。<br/> ※映画上映後、監督と名古屋在住の映画評論家・高野史枝さんによる対談があります！　お楽しみに！
2013年8月22日,2013,201308,山形・山形市,2013-07-28,山形ドキュメンタリーフィルムライブラリー<br/> （ビッグウイング3F）<br/>,"山形市平久保100 山形国際交流プラザ（山形ビッグウイング）3F<a href=""http://www.yidff.jp/library/lib-access.html"" target=""_blank"">[地図]</a>",①14:00～（上映後に監督トークあり）<br/> ②19:00～（上映後に監督トークあり）,無料,※主催：山形ドキュメンタリーフィルムライブラリー金曜上映会（ただし今回のみ木曜開催）<br/> ※お問い合わせ<br/> 023-666-4480（山形事務局）<br/> 023-635-3015（フィルムライブラリー）
2013年7月6日,2013,201307,日仏会館（東京・恵比寿）,2013-06-06,日仏会館 フランス国立日本研究センター<br/> 1階ホール,"東京都渋谷区恵比寿3-9-25 <a href=""http://www.mfj.gr.jp/acces/index_ja.php"" target=""_blank"">[地図]</a>",10:00～17:15,無料,"※主催：日仏会館 フランス国立日本研究センター<br/> ※「住宅政策の新たな挑戦～貧困化、高齢化と移民の社会にどう応えるか？」イベント内で上映。<br/> ※参加申込はメール contact@mfj.gr.jp<br/> ※イベント概要について詳しくは<a href=""http://www.mfj.gr.jp/agenda/2013/07/06/index_ja.php"" target=""_blank"">こちら</a>をご覧ください。"
2013年6月18日,2013,201306,東京・三軒茶屋,2013-06-02,ふろむあーすカフェオハナ,"東京都世田谷区三軒茶屋1-32-6豊栄ビル1F [<a href=""http://www.cafe-ohana.com/access.html"" target=""_blank"">地図</a>]<br/> 最寄り駅：三軒茶屋徒歩2分<br/>",19:00～開場<br/> 19:30～開演・映画上映<br/> 21:25～パーラメント・スクエア現地報告、質疑応答など,"1,000円+ワンオーダー",※主催：にっしぃ劇場<br/> ※2011年6月18日に亡くなったブライアン・ホウの命日にあわせた上映です<br/> ※映画上映後、監督による最新パーラメント・スクエア現地報告と、質疑応答を予定しています。<br/> ※お問い合わせ・ご予約：にっしぃ劇場こと西村さん<br/> 090-4090-6002または Hideki.Nishimura@bsci.com<br/> ※当日参加も歓迎ですが、事前に分かる方はご予約をお願いします。
2013年6月9日,2013,201306,愛知・名古屋,2013-03-15,Space & Gallery Rikka,"名古屋市千種区城木町3-29-22 [ <a href=""http://space.geocities.jp/rikka_love_08/"" target=""_blank"">アクセス</a> ]<br/> 最寄り駅：地下鉄桜通線「吹上」2番出口より東へ徒歩8分「城木2」を南へ2本目を右折3軒目",開場12:30～、開映13:00,一般：800円<br/> 学生・シルバー・障がい者：500円,※主催：愛と平和と子どもたち<br/> ※お問い合わせ：090-9129-8748（福田さん）<br/> ※上映作品は以下の3作品<br/> ①13:00～「ブライアンからのビデオレター」<br/> ②13:15～「ブライアンと仲間たち パーラメント・スクエアSW1」<br/> ③15:30～「Brian」（Paul Wright撮影・編集）
2013年6月1日,2013,201306,大邱社会福祉映画祭（韓国・テグ）,2013-05-13,Daegu Image Media Center Screen Seenoon,Daegu Digital Industry Promotion Agency ICT PARK 2管 6階 （大明3洞 2139-11番地​​）,①5月30日（木）16:30～<br/> ②6月1日（土）14:00～,無料,"※大邱社会福祉映画祭での上映。<br/> ※映画祭公式ホームページは<a href=""https://www.facebook.com/swffindaegu"" target=""_blank"">こちら</a>です。（主に韓国語）<br/> ※韓国語＆英語字幕付きバージョンによる上映。"
2013年3月30日,2013,201303,東京・北区,2013-03-01,北区滝野川会館,東京都北区西ヶ原1-23-3<br/> 最寄り駅：JR京浜東北線・上中里駅（徒歩7分）<br/> JR山手線・駒込駅（徒歩10分）,13:30～17:00,"1,000円（3月30日&3月31日両日有効）","※第38回子供問題研究会・春の討論集会内で上映されます。<br/> ※上映後には「映画を観て語り合う～畦地豊彦さんを偲びつつ、『さようならUR』を観ながら「団地で暮らす」ことを語り合う～」として、子供問題研究会の篠原睦治さん、73号棟住民でもある畦地笙子さん、早川由美子による対談があります。<br/> ※当日の詳しいプログラム、そして翌日（31日）のプログラム内容については、<a href=""http://brianandco.cocolog-nifty.com/blog/2013/03/jp-2cd8.html"" target=""_blank"">こちら</a>をご覧ください。<br/> ※主催：子供問題研究会<br/> ※お問い合わせ先：子供問題研究会・事務局 03-3824-3306 または042-591-8975 まで。"
2013年3月26日,2013,201303,Seoul Independent DOcumentary Film & Video Festival（韓国・ソウル）,2013-03-07,①3月24日（日）Indiespace<br/> ②3月26日（火）Lotte Cinema Hongdae Ipgu,"①3月24日（日）Independent Film House Indiespace: 2F, 1-153, Sinmunno 2-ga, Jongno-gu, Seoul<br/> 最寄り駅：Gwanghwamun(光化門) Station, Subway line 5, Exit no.7<br/> ②3月26日（火）Lotte Cinema Hongdae Ipgu branch: 8F, Star Picasso, 166-6, Donggyo-dong, Mapo-gu, Seoul<br/> 最寄り駅：Hongdae Ipgu(弘大入口) Station, Subway line 2, Exit no.8<br/>",①3月24日（日）11:00～<br/> ②3月26日（火）13:00～,"5,000 Won","※Seoul Independent DOcumentary Film & Video Festival（ソウル・インディペンデント・ドキュメンタリー&ビデオ映画祭）にて上映。<br/> ※英語及び韓国語字幕がついています。<br/> ※映画祭ホームページは<a href=""http://www.sidof.org"" target=""_blank"">こちら</a>（韓国語のみ）"
2013年3月20日,2013,201303,居住福祉ネットワーク東海（名古屋）,2013-02-05,中京大学4号館東館１階「412」教室,名古屋市昭和区八事本町101-2<br/> 最寄り駅：名古屋市営地下鉄「八事」駅5番出口,13:00～開場、13:30～開映（イベント終了予定17:00）,500円（学生、生活保護受給者、または生活保護相当の収入の方は入場無料）,※「居住福祉ネットワーク東海」設立記念集会イベントの一部として上映されます。<br/> ※当日は、13:30～の第一部で映画上映、第二部は「居住福祉ネットワーク東海」設立の会（設立の趣意、参加者の紹介など）という構成になっています。（終了予定時刻17:00）<br/> ※お問い合わせ先：中京大学総合政策学部岡本研究室<br/> メール yokamoto@mecl.chukyo-u.ac.jp
2013年3月2日,2013,201303,東京・渋谷区,2013-03-02,【講演】難文輪読会,東海大学代々木校舎 2号館5階法科大学院2541教室<br/> 東京都渋谷区富ヶ谷2-28-4,18:00～20:00,--,※難文輪読会にて「インディペンデントのドキュメンタリー映画制作」について講演。参加は会員のみ。
2012年12月19日,2012,201212,UPLINK（渋谷）,2012-12-08,UPLINK（アップリンク）,"東京都渋谷区宇田川町37-18トツネビル<a href=""http://www.uplink.co.jp/info/map/"" target=""_blank"">[地図]</a>",14:00～（上映後にトークあり）<br/> トークゲスト：本田孝義監督（『モバイルハウスのつくりかた』）,"一般：￥1,200<br/> 学生・シニア・UPLINK会員：￥1,000",
2012年12月2日,2012,201212,東京・霞ヶ関,2012-11-21,経産省前テントひろば・第2テント,千代田区霞ヶ関1-3-1<br/> 最寄り駅：丸の内線・千代田線・日比谷線「霞ヶ関」駅A12出口す ぐ,17:00（～19:30頃終了予定）,無料,"※主催：<a href=""http://fukusimatotomoni.blog.fc2.com/"" target=""_blank"">原発いらない女たちのテントひろば</a><br/> ※上映終了後、同じ場所で監督を囲んでのお話会・交流会あり<br/> ※テントには暖房設備はありません。防寒対策をしっかりとしてお越しください"
2012年11月24日,2012,201211,岡山映画祭,2012-10-27,①11月18日（日）：3丁目劇場<br/> ②11月24日（土）：岡山シティミュージアム,"①11月18日（日）：3丁目劇場<br/> 岡山市北区表町三丁目15-1<a href=""http://www.city.okayama.jp/3chome/outline/index.htm"" target=""_blank"">[地図]</a><br/> ②11月24日（土）：岡山シティミュージアム<br/> 岡山市北区駅元町15-1<a href=""http://www.city.okayama.jp/okayama-city-museum/access/access_index.html"" target=""_blank"">[地図]</a>",①11月18日（日）14:00～（上映後に監督トーク有り）<br/> ②11月24日（土）16:40～,"前売り 1,000円/当日 1,300円<br/> 【割引券情報】<br/> フリーパス･12枚綴り 10,000円<br/> 6枚綴り 5,000円<br/> 3枚綴り 2,500円<br/> 中･高生 500円<br/> 小学生以下 無料<br/> 60歳以上 1,000円<br/> 身障者 800円(付き添い1名まで800円)<br/>","※主催：<a href=""http://ofilmfes2012.jugem.jp/"" target=""_blank"">岡山映画祭</a><br/> ※他の上映作品・スケジュールは<a href=""http://ofilmfes2012.jugem.jp/?eid=3"" target=""_blank"">こちら</a><br/> ※11月18日（日）上映後に監督トーク有り<br/>"
2012年10月28日,2012,201210,73号棟裁判報告集会（東京・日野市）,2012-10-08,日野中央福祉センター2階　集会室1・2,"JR日野駅から徒歩5分<br/> 甲州街道沿い「日野図書館」裏 <a href=""http://www.city.hino.lg.jp/index.cfm/195,687,341,1982,html"" target=""_blank"">[地図]</a>",14:00～16:00,無料,※高幡台団地73号棟9・13裁判報告集会<br/> ※内容：弁護団より裁判の報告と今後の展望など説明。意見交換も予定。<br/> ※主催：住まいを考える市民の会、高幡台団地73号棟住民の会<br/> ※映画の上映はありません。
2012年10月28日,2012,201210,JCJジャーナリスト講座（東京・築地）,2012-10-10,築地社会教育会館・視聴覚室,"東京都中央区築地4-15-1<a href=""http://chuo-shakyo.shopro.co.jp/tsukiji"" target=""_blank"">[地図]</a><br/> 最寄り駅：東銀座駅または築地市場駅より徒歩5分",13:30～17:00,"1,000円（資料代）",※2012年度JCJジャーナリスト講座<br/> ※10月28日の講座内容＆講師<br/> ①「脱原発報道で『こちら特報部』の果たした役割」<br/> 東京新聞・野呂法夫デスク<br/> ②「ドキュメンタリー映像を撮る」<br/> 早川由美子<br/> ※定員40名（要予約）<br/> ※申込はJCJ事務局　jcj@tky.3web.ne.jp <br/> または電話03-3291-6475（土日休み）
2012年10月26日,2012,201210,東京・新宿区,2012-10-27,早稲田大学理工学部キャンパス,--,13:00～,--,※「家の根本義ゼミナール」自主勉強会内にて上映＆ディスカッション
2012年9月14日,2012,201209,東京・中野区,2012-07-22,ポレポレ東中野,"東京都中野区東中野4-4-1ポレポレ坐ビル地下<a href=""http://www.mmjp.or.jp/pole2/"" target=""_blank"">[地図]</a>",12:30～,"1回券当日1,400円（当日券のみ）<br/> 3回券当日・前売り3,600円<br/> フリーパス券15,000円（50枚限定発行）<br/> ポレポレ東中野回数券（ポレポレ東中野のみ使用可）<br/> 10回券10,000円、5回券6,000円","※上映後に監督舞台挨拶あり<br/> ※「<a href=""http://www.cinematrix.jp/dds2012/"" target=""_blank"">ドキュメンタリー・ドリーム・ショー2012</a>」として上映"
2012年9月1日,2012,201209,東京・日野市,2012-08-16,七生公会堂,"東京都日野市三沢3-50-1 <a href=""http://maps.google.co.jp/maps?f=q&source=embed&hl=ja&geocode=&q=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%97%A5%E9%87%8E%E5%B8%82%E4%B8%89%E6%B2%A23-50-1&sll=35.658137,139.414003&sspn=0.011664,0.015042&ie=UTF8&ll=35.666083,139.418221&spn=0.020919,0.045233&z=14&iwloc=A"" target=""_blank"">[地図]</a><br/> 最寄り駅：京王線高幡不動駅下車徒歩7分",開場13:00～、開映13:30～,200円,※上映後に監督舞台挨拶あり<br/> ※主催：日野市民の会
2012年8月26日,2012,201208,東京・渋谷区,2012-07-22,オーディトリウム渋谷,"東京都渋谷区円山町1-5 KINOHAUS 2F <a href=""http://a-shibuya.jp/auditorium"" target=""_blank"">[地図]</a>",15:00～,"1回券当日1,400円（当日券のみ）<br/> 3回券当日・前売り3,600円<br/> フリーパス券15,000円（50枚限定発行）","※上映後に監督舞台挨拶あり<br/> ※「<a href=""http://www.cinematrix.jp/dds2012/"" target=""_blank"">ドキュメンタリー・ドリーム・ショー2012</a>」として上映"
